19.41648784,13.60147051,18.43908891,13.45362405,18.02775638,14.86606875,17.4642492,17.20465053,20.61552813,15.55634919,20.1246118,15.62049935,21.02379604,16.97056275,20.59126028,17.69180601,20.80865205,18.38477631,21.9544984,17.80449381,24.41311123,20,24.8394847,20,26.40075756,19.41648784,27.20294102,20,26.40075756,20.24845673,28.8444102,20.80865205,30,19.72308292,30,21.02379604,33.60059523,19.72308292,32.64965543,21.47091055,32.80243893,19.31320792,31.2409987,20.24845673,29.83286778,20.88061302,32.01562119,23.76972865,29.83286778,20.88061302,30.47950131,22.47220505
20.22374842,16.2788206,15.13274595,19.02629759,24.51530134,23.43074903,13.15294644,29.41088234,22.36067977,26.62705391,13.03840481,20.1246118,21.02379604,17.4642492,13.60147051,23.60084744,37.21558813,40.85339643,27.29468813,36.76955262,22.36067977,28.28427125,17.02938637,30.23243292,21.9317122,34.66987165,18.02775638,26.92582404,22.13594362,29.73213749,23.2594067,29.41088234,36.23534186,36.23534186,27.20294102,36.76955262,27.65863337,34.82814953,16.40121947,36.35931793,24.59674775,28.42534081,20,33.28663395,26.2488095,35.17101079,31.82766093,37.57658846,23.60084744,26.92582404,21.21320344,32.38826948
15,21.37755833,14.86606875,20.88061302,15,19.23538406,14.86606875,22.13594362,17.69180601,19.31320792,19.10497317,19.6977156,18.38477631,20.61552813,19.10497317,24.18677324,18.43908891,23.76972865,16.97056275,23.76972865,19.20937271,24.18677324,18.43908891,25.05992817,20,26.07680962,22.02271555,28.3019434,20,28.3019434,22.47220505,28.8444102,21.40093456,28.01785145,22.20360331,28.60069929,20,30,21.09502311,31.144823,21.02379604,31.2409987,19.6977156,31.2409987,20.61552813,28.42534081,23.2594067,31.2409987,23.70653918,29.20616373,23.76972865,30.47950131
9.219544457,21.9544984,8.485281374,20.1246118,8.062257748,24.59674775,6.403124237,21.09502311,5.656854249,23.32380758,7.810249676,25.23885893,3,25.8069758,3,25,3,27.80287755,2.236067977,26.40075756,3,31.6227766,2.236067977,30.8058436,1,32.80243893,3.16227766,33.60059523,5.099019514,32.44996148,5.099019514,36.61966685,5.099019514,35.60898763,5.099019514,36.35931793,6.32455532,38.27531842,7.071067812,33.60059523,8.062257748,36.35931793,8,34.13209633,8.062257748,34.13209633,9.848857802,36.89173349,9.848857802,35.51056181,8.246211251,36.89173349
3,8.246211251,3,7.280109889,2,9.486832981,4,8.94427191,2,9.848857802,2.236067977,10.29563014,2.236067977,10.29563014,3.16227766,10,2.236067977,11.18033989,3,11.18033989,2.236067977,13.89244399,3.605551275,12.20655562,3.605551275,11.66190379,3.16227766,11.66190379,3,13.60147051,2.236067977,14.4222051,2.828427125,13.60147051,3.16227766,13.03840481,3,14.4222051,3.605551275,13.03840481,2.236067977,13.89244399,3.605551275,14.2126704,4.242640687,12.52996409,4,14.4222051,3,14.86606875,4,14.4222051
8.062257748,4.242640687,8.94427191,5,9.848857802,4.242640687,10,3.605551275,10.29563014,3.605551275,9.433981132,3.605551275,10.81665383,3.605551275,10.81665383,2.236067977,10,3.16227766,10.81665383,2.236067977,13.03840481,2,12.20655562,3.16227766,13.60147051,3,12.20655562,2.236067977,12.80624847,3.16227766,13.89244399,4.123105626,13.03840481,4.472135955,13.89244399,3.16227766,14.2126704,3.605551275,13.89244399,3.16227766,13.60147051,5,14.2126704,2.828427125,13,4.242640687,15.26433752,4.472135955,15.8113883,4.242640687,14.4222051,3.605551275
8.062257748,21.47091055,6.708203932,22.82542442,8.602325267,25.05992817,5.099019514,24.41311123,5.830951895,24.69817807,5,25,5,25.8069758,2.828427125,28.8444102,3.605551275,27.20294102,2.828427125,28.8444102,3,32.20248438,2.236067977,29.83286778,0,31.6227766,2,31.6227766,1.414213562,31.6227766,5,35.22782991,2.236067977,35.60898763,3.16227766,33.12099032,4.123105626,35.51056181,4.123105626,34.20526275,4,35.22782991,8.062257748,33.28663395,6.08276253,32.20248438,6.708203932,33.61547263,5.385164807,35.80502758,4.242640687,34.66987165
22.47220505,14.31782106,23.76972865,14.31782106,24.59674775,13.41640786,22.82542442,14.76482306,24.69817807,15.26433752,23.85372088,14.4222051,27.45906044,14.2126704,25.8069758,13.45362405,28.01785145,14.86606875,28.01785145,15.62049935,30.61045573,17.02938637,29.20616373,16.64331698,29.83286778,15.26433752,30.61045573,15,32.01562119,14.76482306,34.05877273,15.26433752,33.42154993,16.55294536,32.80243893,16.1245155,35.4682957,16.55294536,33.30165161,14.31782106,33.42154993,14.31782106,32.64965543,13.15294644,32.01562119,17.4642492,32.64965543,20.61552813,29.73213749,19.31320792,31.89043744,20.88061302
22.84731932,13,24.59674775,12.64911064,25.94224354,13.41640786,23.02172887,13.92838828,23.32380758,13.03840481,24.69817807,12.52996409,26.92582404,12.20655562,28.01785145,12.04159458,26.40075756,12.72792206,28.60069929,11.40175425,31.40063694,13.45362405,31.2409987,14.2126704,30.47950131,14.4222051,31.40063694,14.4222051,32.01562119,12.08304597,33.42154993,14.76482306,33.9705755,13.92838828,33.01514804,14.86606875,34.82814953,14.56021978,34.05877273,13.34166406,34.05877273,14.14213562,32.64965543,13.34166406,30.47950131,14.31782106,32.64965543,18.24828759,31.82766093,18.24828759,32.64965543,18.43908891
6.403124237,7,9.899494937,7.280109889,7.810249676,6.32455532,10,6.08276253,9.219544457,6.08276253,10.63014581,7.071067812,10.63014581,7.280109889,9.899494937,7.280109889,10.63014581,7.280109889,10.63014581,7.280109889,12.04159458,8.544003745,11.3137085,8.062257748,12.04159458,8.062257748,11.40175425,8.062257748,11.40175425,8.602325267,12.04159458,10,12.04159458,9.433981132,12.20655562,9.899494937,12.20655562,10,11.66190379,8.485281374,10.81665383,10.63014581,10.81665383,10,11.66190379,9.899494937,13.41640786,10.63014581,12.08304597,10.63014581,13.41640786,9.219544457
25.07987241,27.58622845,18.02775638,25.45584412,25.17935662,14.4222051,28.3019434,9.219544457,31.82766093,27.51363298,19.20937271,13.03840481,24.69817807,12.08304597,29.15475947,29.54657341,50.60632372,16.2788206,46.09772229,9.219544457,56.56854249,14.31782106,29.68164416,10.63014581,34.71310992,12.80624847,37.94733192,3.605551275,36.23534186,9.848857802,40.85339643,5.385164807,38.41874542,24.08318916,41.03656906,27.07397274,43.26661531,24.33105012,41.43669871,8.602325267,42.15447782,7.615773106,36.05551275,12.16552506,42.04759208,18.43908891,58.18075283,27.16615541,40.19950248,14.14213562,48.76474136,13.03840481
12,24.59674775,12.04159458,23.32380758,11.40175425,25.8069758,10.77032961,25.8069758,12.08304597,26.07680962,10.77032961,27.80287755,12.20655562,27.65863337,9.848857802,29.83286778,10.63014581,28.31960452,9.899494937,31.2409987,10,34.71310992,10.29563014,32.64965543,9.486832981,32.64965543,10.44030651,32.64965543,12.08304597,35.4682957,11.18033989,36.23534186,12.16552506,38.94868419,12,37.01351105,12.04159458,37.01351105,13.15294644,36.12478374,13,36.79673899,13.15294644,36.06937759,17.2626765,33.60059523,16.1245155,38.41874542,17,32.64965543,17.11724277,33.60059523
17.02938637,18.43908891,17.2626765,19.20937271,18.43908891,20.51828453,17.4642492,20,18.38477631,21.26029163,18.78829423,21.26029163,19.72308292,21.26029163,20.59126028,21.26029163,18.02775638,22.6715681,21.9544984,22.6715681,22.8035085,26.17250466,22.6715681,23.60084744,22.627417,25,22.6715681,23.60084744,25.61249695,25.23885893,26.17250466,27.45906044,24.75883681,23.85372088,26.2488095,25.94224354,27.58622845,24.18677324,26.17250466,24.59674775,25.45584412,24.16609195,24.75883681,24.16609195,22.6715681,26.57066051,24.8394847,27.85677655,22.20360331,27.85677655,22.8035085,29.54657341
4.123105626,8.94427191,5,8.246211251,6,9.219544457,5,9.433981132,4.123105626,8.94427191,5.099019514,10.29563014,3,10.29563014,3.16227766,10.63014581,3.16227766,10.81665383,2.828427125,10.81665383,3.16227766,14.2126704,3.16227766,12.80624847,2.236067977,13.03840481,2.828427125,13.03840481,1.414213562,12.80624847,2.236067977,15,2,14.2126704,3.16227766,13.60147051,2,14.2126704,3.16227766,13.45362405,2,14.4222051,2,13.60147051,2.236067977,12.20655562,4.123105626,14.4222051,4.123105626,14.2126704,4,15
11.40175425,28.16025568,18.02775638,34.4818793,17.72004515,32.57299495,24.20743687,29.06888371,18.38477631,17.72004515,28.60069929,26.47640459,17.69180601,27.31300057,18.43908891,21.02379604,31.144823,16.1245155,36.76955262,37.48332963,17.11724277,44.27188724,34.66987165,34.6554469,34.88552709,37.94733192,41.10960958,32.64965543,30.52867504,44.77722635,44.82186966,47.42362281,17.69180601,32.55764119,27.01851217,25,23.08679276,41.77319715,35.38361203,34.71310992,26.90724809,36.87817783,25.70992026,35.60898763,30.08321791,31.76476035,25.49509757,42.01190308,25.49509757,47.80167361,25,30.61045573
